pin_code,Total Schools,Total Public Schools,Total Private Schools
824129,29,29,0
813206,29,25,4
805108,29,26,3
803306,29,28,1
800016,29,20,9
796770,29,24,5
795136,29,19,10
795004,29,15,14
792101,29,27,2
784502,29,27,2
782490,29,23,6
781011,29,23,6
691536,29,20,9
690502,29,15,14
686673,29,20,9
686513,29,21,8
673574,29,21,8
673019,29,18,11
670703,29,20,9
670673,29,22,7
670511,29,20,9
591239,29,23,6
591216,29,21,8
584135,29,22,7
583223,29,22,7
581103,29,23,6
577589,29,24,5
576213,29,20,9
574229,29,23,6
574219,29,23,6
574218,29,28,1
574210,29,28,1
573126,29,29,0
571610,29,22,7
571427,29,26,3
571216,29,20,9
571214,29,21,8
571213,29,14,15
560038,29,10,19
560033,29,10,19
560025,29,11,18
485114,29,27,2
444603,29,19,10
440036,29,13,16
425504,29,27,2
425116,29,25,4
424303,29,26,3
422602,29,26,3
421005,29,12,17
416811,29,29,0
416518,29,28,1
416313,29,21,8
416223,29,29,0
416002,29,24,5
415722,29,27,2
415307,29,27,2
413301,29,24,5
413008,29,20,9
412102,29,24,5
411023,29,22,7
411016,29,13,16
403001,29,19,10
402207,29,27,2
401504,26,12,14
400076,29,11,18
395001,29,12,17
394355,29,26,3
391780,29,26,3
391445,29,27,2
391250,29,25,4
390022,29,15,14
388625,29,27,2
388520,29,28,1
388245,29,24,5
387355,29,24,5
383316,29,27,2
383225,29,25,4
382855,29,26,3
382745,29,26,3
382470,29,10,19
382028,29,10,19
370675,29,26,3
364275,29,29,0
362002,29,14,15
360480,29,23,6
360022,29,10,19
341533,29,21,8
341317,29,19,10
333027,29,16,13
332411,29,16,13
332316,29,22,7
321410,29,16,13
313003,29,22,7
305627,29,24,5
301018,29,12,17
277210,29,24,5
273005,29,15,14
262572,29,23,6
252524,29,16,13
252425,29,9,20
231222,29,16,13
230126,29,17,12
229316,29,24,5
226026,29,14,15
221006,29,10,19
207504,29,25,4
203399,29,26,3
184145,29,21,8
181205,29,10,19
181101,29,15,14
180015,29,7,22
177213,29,21,8
177033,29,17,12
177029,29,24,5
175002,29,20,9
172106,29,22,7
172032,29,25,4
172025,29,26,3
171204,29,27,2
123301,29,23,6
851126,28,24,4
841404,28,21,7
829209,28,22,6
828129,28,15,13
805132,28,27,1
799108,28,25,3
799013,28,27,1
795009,28,20,8
781015,28,22,6
781001,28,23,5
744105,28,14,14
691508,28,21,7
685620,28,24,4
683572,28,20,8
683513,28,20,8
679571,28,21,7
678601,28,24,4
671322,28,18,10
671313,28,24,4
670693,28,25,3
670672,28,26,2
670592,28,19,9
670571,28,19,9
670102,28,22,6
609609,28,19,9
605502,28,19,9
605106,28,19,9
605008,28,12,16
591247,28,22,6
591131,28,24,4
586206,28,18,10
583221,28,19,9
583123,28,18,10
582115,28,25,3
581301,27,19,8
577425,28,27,1
577422,28,25,3
577302,28,24,4
576117,28,22,6
574144,28,23,5
573165,28,26,2
573142,28,25,3
571463,28,27,1
563120,28,21,7
561206,28,26,2
488051,28,24,4
473249,28,26,2
457002,28,26,2
444409,28,26,2
443401,28,26,2
431606,28,20,8
425311,28,26,2
423602,28,24,4
422102,28,16,12
416610,28,27,1
416604,28,27,1
416010,28,25,3
415640,28,28,0
415020,28,26,2
413534,28,24,4
410512,28,26,2
403707,28,21,7
402122,28,27,1
400031,28,22,6
400010,28,20,8
391520,28,28,0
391244,28,26,2
391220,28,24,4
388350,28,24,4
387115,28,28,0
384272,28,28,0
382732,28,22,6
382140,28,28,0
380052,28,4,24
380050,28,4,24
370511,28,25,3
370115,28,26,2
364070,28,27,1
360330,28,18,10
335065,28,18,10
335040,28,26,2
333011,28,22,6
332603,28,19,9
331502,28,13,15
326520,28,16,12
324003,28,4,24
313326,28,10,18
305923,28,24,4
305415,28,20,8
276104,28,28,0
273205,28,20,8
263636,28,25,3
250004,28,19,9
249126,28,25,3
246175,28,26,2
243204,28,19,9
231220,28,16,12
225407,28,21,7
212304,28,17,11
205247,28,14,14
202414,28,13,15
192126,28,27,1
190008,28,5,23
176021,28,23,5
175006,28,20,8
174301,28,21,7
174023,28,24,4
174003,28,23,5
174002,28,27,1
136020,28,16,12
127025,28,16,12
125049,28,20,8
124412,28,22,6
124142,28,15,13
854206,27,26,1
851215,27,25,2
847428,27,20,7
847123,27,21,6
845102,27,20,7
831009,27,16,11
829103,27,16,11
802113,27,24,3
800027,27,6,21
799006,27,16,11
795150,27,20,7
791121,27,23,4
788121,27,22,5
785701,27,24,3
784501,27,22,5
781007,27,19,8
781005,27,14,13
781003,27,16,11
744205,27,19,8
695542,27,21,6
695502,27,18,9
689695,27,19,8
686671,27,21,6
679338,27,18,9
673008,27,18,9
671532,27,14,13
670704,27,22,5
670301,27,23,4
591241,27,24,3
591124,27,18,9
585106,27,4,23
581354,27,22,5
581323,27,27,0
580118,27,24,3
577596,27,24,3
577531,27,22,5
577423,27,25,2
575002,27,19,8
574198,27,22,5
574104,27,16,11
573164,27,25,2
562128,27,26,1
485005,27,8,19
482008,27,11,16
431215,27,19,8
425507,27,24,3
421604,27,20,7
416202,27,23,4
416143,27,20,7
415621,27,22,5
415525,27,24,3
415021,27,27,0
414303,27,24,3
401610,27,26,1
400615,27,9,18
400033,27,17,10
400002,27,19,8
396220,27,23,4
396170,27,18,9
396045,27,27,0
394335,27,25,2
393010,27,14,13
391130,27,26,1
390023,27,6,21
388430,27,22,5
388170,27,24,3
388130,27,24,3
384410,27,26,1
384120,27,26,1
383317,27,26,1
382006,27,12,15
370627,27,27,0
370490,27,27,0
364730,27,24,3
364530,27,24,3
362215,27,26,1
361010,27,22,5
360360,27,17,10
342310,27,23,4
321615,27,17,10
281504,27,21,6
276103,27,26,1
272173,27,24,3
271802,27,14,13
271234,27,25,2
262801,27,24,3
250612,27,9,18
249202,27,9,18
249194,27,21,6
246163,27,27,0
230146,27,17,10
211007,27,12,15
208006,27,15,12
194403,27,23,4
190012,27,14,13
177208,27,23,4
177048,27,22,5
176037,27,22,5
175021,27,19,8
175004,27,23,4
172111,27,24,3
132023,27,20,7
126110,27,24,3
841302,26,14,12
841218,26,23,3
841201,26,25,1
829201,26,20,6
828404,26,12,14
824234,26,21,5
798613,26,20,6
796025,26,18,8
795115,26,23,3
793019,26,12,14
788102,26,21,5
785015,26,24,2
781128,26,23,3
695601,26,18,8
690503,26,19,7
673577,26,20,6
673521,26,20,6
671310,26,22,4
670691,26,26,0
591153,26,21,5
591113,26,20,6
591111,26,25,1
591110,26,22,4
587114,26,22,4
584136,26,22,4
581450,26,26,0
581333,26,26,0
581129,26,26,0
577452,26,25,1
577124,26,24,2
576234,26,24,2
576210,26,24,2
575017,26,11,15
571603,26,22,4
571417,26,23,3
571252,26,22,4
571231,26,23,3
571126,26,26,0
560092,26,7,19
560030,26,9,17
497115,26,24,2
494551,26,24,2
484117,26,19,7
465106,26,10,16
461444,26,21,5
444104,26,23,3
442406,26,19,7
441913,26,25,1
441112,26,22,4
431719,26,25,1
424207,26,26,0
424006,26,22,4
416529,26,25,1
416408,26,24,2
416303,26,22,4
416007,26,19,7
415537,26,25,1
415303,26,22,4
414201,26,22,4
411040,26,14,12
410515,26,26,0
402403,26,21,5
402101,26,24,2
396510,26,20,6
393020,26,23,3
387370,26,19,7
385010,26,25,1
384421,26,24,2
382865,26,23,3
382830,26,20,6
370665,26,24,2
370601,26,23,3
370450,26,24,2
362550,26,19,7
362015,26,14,12
342026,26,4,22
322029,26,18,8
321610,26,17,9
312606,26,17,9
302040,26,2,24
281006,26,19,7
276505,26,3,23
276106,26,25,1
272120,26,25,1
271663,26,1,25
263664,26,25,1
262904,26,14,12
250110,26,17,9
246495,26,24,2
246129,26,26,0
245202,26,14,12
244101,26,26,0
241502,26,14,12
230002,26,18,8
229311,26,22,4
229201,26,16,10
226212,26,2,24
226018,26,15,11
203397,26,18,8
193108,26,19,7
177042,26,23,3
177026,26,21,5
177024,26,22,4
176325,26,25,1
176039,26,20,6
176030,26,23,3
175139,26,26,0
175039,26,22,4
173021,26,20,6
124111,26,13,13
124102,26,19,7
124021,26,21,5
111111,26,10,16
851135,25,17,8
848216,25,22,3
843124,25,23,2
831003,25,17,8
829150,25,15,10
829115,25,22,3
829114,25,19,6
829109,25,16,9
829104,25,14,11
829102,25,16,9
824116,25,25,0
802352,25,24,1
800023,25,17,8
799157,25,24,1
781040,25,14,11
737122,25,19,6
686510,25,20,5
686011,25,17,8
679303,25,20,5
676541,25,20,5
676304,25,21,4
673637,25,16,9
673601,25,17,8
673523,25,22,3
673105,25,22,3
673003,25,18,7
671124,25,13,12
670646,25,23,2
609607,25,17,8
605501,25,16,9
605004,25,11,14
591254,25,25,0
585415,25,22,3
585353,25,19,6
585304,25,24,1
585303,25,21,4
581353,25,22,3
581331,25,25,0
581201,25,23,2
581117,25,19,6
580032,25,13,12
580011,25,20,5
580003,25,6,19
577180,25,25,0
577136,25,23,2
577123,25,21,4
576230,25,21,4
576229,25,21,4
576212,25,23,2
576201,25,16,9
574143,25,18,7
574142,25,16,9
574116,25,17,8
573141,25,23,2
572134,25,25,0
571212,25,22,3
570011,25,11,14
560020,25,14,11
560013,25,8,17
497102,25,25,0
482056,25,20,5
480447,25,16,9
454280,25,24,1
444711,25,24,1
444126,25,19,6
431750,25,15,10
431736,25,21,4
425309,25,23,2
423201,25,21,4
423111,25,21,4
422011,25,7,18
422005,25,9,16
416608,25,24,1
416309,25,20,5
415607,25,24,1
415522,25,25,0
415415,25,23,2
415312,25,24,1
415010,25,23,2
413721,25,23,2
413718,25,21,4
413226,25,25,0
403107,25,25,0
402306,25,25,0
402117,25,22,3
400018,25,21,4
394105,25,6,19
391810,25,24,1
391775,25,19,6
391310,25,15,10
391175,25,24,1
388120,25,13,12
387710,25,22,3
384130,25,23,2
383421,25,23,2
382835,25,22,3
382145,25,25,0
380054,25,2,23
370135,25,22,3
365550,25,24,1
363427,25,24,1
362227,25,22,3
362030,25,22,3
361013,25,21,4
361004,25,2,23
360576,25,19,6
360450,25,20,5
360030,25,21,4
333030,25,20,5
332722,25,18,7
332714,25,16,9
332304,25,18,7
325208,25,17,8
307501,25,14,11
285131,25,3,22
284501,25,21,4
284135,25,4,21
276140,25,12,13
272096,25,19,6
263660,25,24,1
263655,25,21,4
262533,25,21,4
244224,25,13,12
243126,25,10,15
241401,25,24,1
230205,25,3,22
230131,25,19,6
226025,25,6,19
209305,25,17,8
203389,25,21,4
201010,25,3,22
177211,25,22,3
177103,25,20,5
177038,25,23,2
176216,25,21,4
176115,25,19,6
176110,25,17,8
176076,25,20,5
175028,25,24,1
174305,25,19,6
171003,25,17,8
132022,25,19,6
131304,25,16,9
123456,25,9,16
847305,24,21,3
831011,24,11,13
828302,24,12,12
816115,24,23,1
813224,24,22,2
802157,24,22,2
802115,24,20,4
799262,24,21,3
798624,24,24,0
796036,24,14,10
788127,24,17,7
788108,24,22,2
784154,24,18,6
783374,24,15,9
781365,24,23,1
744201,24,23,1
691533,24,19,5
690517,24,17,7
689501,24,18,6
686664,24,17,7
686605,24,20,4
686001,24,17,7
683101,24,11,13
679332,24,17,7
679326,24,20,4
671121,24,16,8
670621,24,21,3
591263,24,22,2
591225,24,21,3
591211,24,21,3
586121,24,17,7
584203,24,20,4
581440,24,24,0
581400,23,22,1
581332,24,20,4
581145,24,17,7
581112,24,22,2
575030,24,15,9
575018,24,15,9
572105,24,10,14
571490,24,22,2
571253,24,17,7
571237,24,21,3
570018,24,6,18
563103,24,19,5
475685,24,19,5
460444,24,23,1
456663,24,18,6
442503,24,21,3
441226,24,22,2
441001,24,16,8
440025,24,13,11
422207,24,21,3
416630,24,24,0
416501,24,23,1
416436,24,12,12
415719,24,24,0
415513,24,20,4
415505,24,22,2
415003,24,18,6
413711,24,22,2
413252,24,21,3
413218,24,22,2
413217,24,21,3
401401,24,22,2
401301,24,12,12
401204,24,23,1
400003,24,17,7
396430,24,23,1
394405,24,21,3
392015,24,10,14
391740,24,16,8
389250,24,23,1
388315,24,11,13
387350,24,21,3
383240,24,24,0
382321,24,19,5
382007,24,14,10
364740,24,18,6
360578,24,8,16
343023,24,15,9
342011,24,2,22
341542,24,14,10
335023,24,21,3
333034,24,18,6
333032,24,17,7
331504,24,14,10
331503,24,17,7
306912,24,10,14
306709,24,15,9
305201,24,16,8
284214,24,1,23
283103,24,16,8
263665,24,23,1
246482,24,19,5
246159,24,23,1
244415,24,9,15
242406,24,19,5
231221,24,16,8
230403,24,11,13
229135,24,14,10
224184,24,16,8
221210,24,9,15
221116,24,17,7
206130,24,11,13
202398,24,10,14
202010,24,16,8
177020,24,19,5
176040,24,21,3
176033,24,19,5
176028,24,19,5
175034,24,20,4
172021,24,21,3
171221,24,22,2
160101,24,12,12
134007,24,15,9
132145,24,17,7
131305,24,17,7
127114,24,13,11
127027,24,15,9
125038,24,15,9
123502,24,17,7
122017,24,8,16
831005,23,7,16
802221,23,20,3
802127,23,21,2
793016,23,10,13
788006,23,18,5
786145,23,19,4
786054,23,20,3
784177,23,22,1
784028,23,19,4
781133,23,19,4
695122,23,15,8
686662,23,17,6
680306,23,19,4
679339,23,15,8
679335,23,19,4
678508,23,16,7
673631,23,15,8
671542,23,18,5
671533,23,14,9
671317,23,14,9
670622,23,21,2
670612,23,17,6
670602,23,19,4
591238,23,20,3
581363,23,20,3
581339,23,22,1
577566,23,13,10
577558,23,22,1
577416,23,21,2
577411,23,22,1
577231,23,16,7
577230,23,20,3
577226,23,22,1
577145,23,20,3
577003,23,15,8
576283,23,20,3
576124,23,22,1
575014,23,10,13
574242,23,18,5
574240,23,17,6
574151,23,12,11
574122,23,22,1
573202,23,11,12
571478,23,21,2
571435,23,19,4
570022,23,4,19
570003,23,13,10
560103,23,7,16
485445,23,15,8
476226,23,23,0
470662,23,19,4
455112,23,14,9
451337,23,21,2
422214,23,23,0
416411,23,21,2
416409,23,17,6
416306,23,20,3
415714,23,22,1
415524,23,21,2
415510,23,22,1
415412,23,19,4
415411,23,21,2
413624,23,21,2
413526,23,23,0
403404,23,23,0
402307,23,22,1
401503,23,19,4
400049,23,10,13
400013,23,17,6
394720,23,19,4
391410,23,13,10
391340,23,20,3
391155,23,21,2
391115,23,18,5
389002,23,14,9
384290,23,18,5
384212,23,23,0
370415,23,19,4
370040,23,15,8
365660,23,20,3
364465,23,13,10
364330,23,21,2
364265,23,23,0
362730,23,17,6
362205,23,19,4
332721,23,17,6
331025,23,16,7
313015,23,19,4
313004,23,8,15
306601,23,10,13
305924,23,20,3
262310,23,16,7
250619,23,17,6
250205,23,16,7
246166,23,22,1
246148,23,21,2
246124,23,20,3
243205,23,19,4
231206,23,14,9
228120,23,12,11
226103,23,14,9
221102,23,5,18
206451,23,20,3
202150,23,17,6
180006,23,7,16
177108,23,19,4
177028,23,20,3
176084,23,19,4
176063,23,18,5
175052,23,18,5
173234,23,22,1
172117,23,23,0
172115,23,17,6
136136,23,17,6
136030,23,20,3
124411,23,17,6
124104,23,17,6
123103,23,15,8
847215,22,17,5
843116,22,20,2
832106,22,19,3
828301,22,9,13
821303,22,14,8
811320,22,21,1
805112,22,21,1
800026,22,4,18
800003,22,8,14
797115,22,12,10
791113,22,16,6
788118,22,19,3
788103,22,19,3
786623,22,21,1
781025,22,14,8
781008,22,9,13
695008,22,13,9
691310,22,15,7
686502,22,14,8
685602,22,17,5
685553,22,13,9
683574,22,17,5
682002,22,11,11
679513,22,16,6
676517,22,13,9
673642,22,18,4
673613,22,20,2
673012,22,11,11
670601,22,17,5
670009,22,16,6
591236,22,20,2
591136,22,17,5
591118,22,17,5
590020,22,17,5
590002,22,18,4
584202,22,17,5
581401,22,14,8
581352,22,19,3
581351,22,22,0
581327,22,20,2
581206,22,19,3
577120,22,21,1
576227,22,20,2
573113,22,21,1
571606,22,12,10
571429,22,16,6
571247,22,19,3
571106,22,21,1
495678,22,9,13
492011,22,8,14
492008,22,7,15
487885,22,20,2
477005,22,21,1
465331,22,3,19
462041,22,2,20
460332,22,22,0
457227,22,16,6
456003,22,18,4
444907,22,21,1
443104,22,20,2
442917,22,16,6
431502,22,18,4
431148,22,18,4
424004,22,20,2
416713,22,22,0
416707,22,22,0
416616,22,22,0
416418,22,22,0
416119,22,16,6
416013,22,12,10
415708,22,19,3
415309,22,21,1
414607,22,17,5
414606,22,20,2
413736,22,22,0
413717,22,19,3
413708,22,21,1
413403,22,22,0
412109,22,16,6
412103,22,20,2
411007,22,11,11
410513,22,20,2
400082,22,14,8
400027,22,16,6
392170,22,19,3
392020,22,19,3
388440,22,20,2
388140,22,19,3
387380,22,18,4
384350,22,21,1
384246,22,21,1
382320,22,18,4
380009,22,7,15
365610,22,18,4
364135,22,19,3
361007,22,8,14
332042,22,18,4
306706,22,13,9
305819,22,15,7
305629,22,18,4
305625,22,19,3
305005,22,10,12
285223,22,16,6
277504,22,18,4
274602,22,16,6
273003,22,10,12
271310,22,20,2
250625,22,11,11
246146,22,22,0
233002,22,4,18
230127,22,12,10
229208,22,18,4
229124,22,17,5
229103,22,18,4
226023,22,2,20
212103,22,13,9
206002,22,14,8
201005,22,5,17
190025,22,11,11
190005,22,11,11
177023,22,18,4
176101,22,20,2
176095,22,15,7
176088,22,19,3
176064,22,18,4
176049,22,18,4
176026,22,20,2
174024,22,17,5
172113,22,21,1
172109,22,20,2
172029,22,18,4
171005,21,16,5
160019,22,9,13
122003,22,10,12
833213,21,18,3
829149,21,13,8
829118,21,15,6
812003,21,13,8
799250,21,12,9
799202,21,20,1
798614,21,17,4
792102,21,20,1
786615,21,18,3
786008,21,17,4
785102,21,16,5
781022,21,14,7
781019,21,14,7
781016,21,11,10
744303,21,20,1
695607,21,14,7
695573,21,8,13
695562,21,19,2
695505,21,13,8
691531,21,16,5
691523,21,15,6
689696,21,15,6
689645,21,11,10
686651,21,15,6
685606,21,18,3
683105,21,12,9
682301,21,14,7
680664,21,13,8
680586,21,17,4
676525,21,15,6
676301,21,14,7
673661,21,13,8
673645,21,17,4
673611,21,19,2
673541,21,20,1
671315,21,16,5
670644,21,19,2
670303,21,12,9
605010,21,11,10
591287,21,14,7
583211,21,12,9
583112,21,14,7
581356,21,21,0
581319,21,21,0
581107,21,19,2
577232,21,20,1
577135,21,18,3
577127,21,21,0
576102,21,12,9
574265,21,17,4
574236,21,20,1
574150,21,13,8
574146,21,15,6
574106,21,16,5
571251,21,18,3
570015,21,12,9
560034,21,5,16
485002,21,15,6
466125,21,12,9
462026,21,7,14
457883,21,19,2
456670,21,18,3
444607,21,11,10
444511,21,19,2
425410,21,20,1
422304,21,20,1
421403,21,21,0
415637,21,20,1
415603,21,19,2
415410,21,19,2
415403,21,20,1
415202,21,21,0
415102,21,18,3
413410,21,21,0
412401,21,21,0
411060,21,8,13
411013,21,16,5
411005,21,13,8
403530,21,21,0
402116,21,14,7
401702,21,20,1
401502,21,17,4
396325,21,17,4
396193,21,15,6
395017,21,5,16
388570,21,19,2
388335,21,21,0
388325,21,11,10
387310,21,17,4
384340,21,18,3
384221,21,21,0
382740,21,18,3
382730,21,20,1
382455,21,21,0
380059,21,9,12
380023,21,10,11
364765,21,16,5
363115,21,20,1
363035,21,3,18
362710,21,19,2
362310,21,9,12
362011,21,16,5
342012,21,6,15
332716,21,13,8
332030,21,12,9
306501,21,19,2
305024,21,8,13
304026,21,10,11
302038,21,16,5
301708,21,13,8
273308,21,14,7
273004,21,8,13
263630,21,19,2
261405,21,0,21
250402,21,13,8
248159,21,17,4
248011,21,7,14
244414,21,12,9
232325,21,10,11
229419,21,15,6
227120,21,16,5
212105,21,10,11
209749,21,18,3
209715,21,10,11
206003,21,14,7
205120,21,20,1
177401,21,17,4
177212,21,18,3
177112,21,20,1
177104,21,16,5
176098,21,19,2
176092,21,17,4
176087,21,16,5
175103,21,15,6
175030,21,19,2
175026,21,15,6
133101,21,16,5
125101,21,16,5
125054,21,16,5
124303,21,16,5
854328,20,12,8
851122,20,11,9
847204,20,15,5
833204,20,20,0
829132,20,15,5
828304,20,14,6
828142,20,17,3
827014,20,8,12
816119,20,16,4
799279,20,17,3
799132,20,20,0
792123,20,19,1
787030,20,17,3
786190,20,17,3
786126,20,15,5
785009,20,18,2
785004,20,19,1
784166,20,16,4
781034,20,6,14
781031,20,17,3
781028,20,6,14
695551,20,15,5
695524,20,12,8
695125,20,16,4
695121,20,12,8
695020,20,10,10
691583,20,11,9
690523,20,13,7
689647,20,14,6
689643,20,17,3
688561,20,15,5
683541,20,12,8
682021,20,6,14
680308,20,17,3
678506,20,13,7
676101,20,15,5
673307,20,17,3
673303,20,15,5
671552,20,17,3
671551,20,14,6
671123,20,11,9
670731,20,16,4
670595,20,15,5
670306,20,18,2
605107,20,13,7
585444,20,17,3
583203,20,7,13
581338,20,20,0
581326,20,17,3
581317,20,20,0
581304,20,16,4
577417,20,19,1
575007,20,7,13
574325,20,20,0
574223,20,15,5
574222,20,14,6
574216,20,17,3
574213,20,18,2
574203,20,13,7
574101,20,18,2
571249,20,16,4
560042,20,8,12
560015,20,9,11
492014,20,7,13
490020,20,9,11
465671,20,18,2
465221,20,13,7
462111,20,17,3
462011,20,6,14
457665,20,19,1
454729,20,19,1
445216,20,18,2
445210,20,19,1
444502,20,13,7
422013,20,6,14
416632,20,18,2
416605,20,20,0
416415,20,14,6
416234,20,14,6
415715,20,20,0
415706,20,18,2
415619,20,20,0
415413,20,17,3
414602,20,20,0
413720,20,17,3
411047,20,8,12
403410,20,20,0
401402,20,19,1
401207,20,8,12
400034,20,17,3
400015,20,16,4
396385,20,15,5
396150,20,20,0
394326,20,8,12
394115,20,12,8
392155,20,19,1
392011,20,7,13
390015,20,7,13
388480,20,20,0
388360,20,18,2
388345,20,11,9
388150,20,17,3
387560,20,17,3
382729,20,9,11
370460,20,14,6
365620,20,13,7
365460,20,17,3
363415,20,14,6
362520,20,16,4
362222,20,18,2
361345,20,15,5
360035,20,14,6
350001,20,9,11
342004,20,13,7
334301,20,16,4
332317,20,15,5
331031,20,13,7
327029,20,15,5
282012,20,3,17
271003,20,13,7
263638,20,19,1
252624,20,9,11
247601,20,5,15
246194,20,19,1
242606,20,18,2
242402,20,15,5
229121,20,16,4
207120,20,7,13
202392,20,8,12
201012,20,7,13
201008,20,7,13
194404,20,20,0
185136,20,19,1
177209,20,15,5
177113,20,19,1
177109,20,18,2
177034,20,18,2
176304,20,15,5
176214,20,16,4
176102,20,12,8
176082,20,15,5
174311,20,18,2
172118,20,18,2
171224,20,18,2
160014,20,12,8
134104,20,16,4
132102,20,12,8
125037,20,13,7
124401,20,10,10
123412,20,16,4
852210,19,14,5
852133,19,18,1
833221,19,13,6
829128,19,8,11
828130,19,10,9
828106,19,11,8
825317,19,10,9
813118,19,17,2
813116,19,17,2
793012,19,13,6
784503,19,18,1
781006,19,11,8
695571,19,9,10
695013,19,9,10
691501,19,14,5
690522,19,13,6
690521,19,11,8
688001,19,13,6
685608,19,16,3
683511,19,12,7
682006,19,9,10
680507,19,15,4
680506,19,16,3
679357,19,18,1
679333,19,15,4
676523,19,10,9
676507,19,15,4
673633,19,13,6
673586,19,13,6
673522,19,12,7
673503,19,15,4
673315,19,13,6
673121,19,11,8
670706,19,16,3
670642,19,13,6
670611,19,18,1
670582,19,14,5
670141,19,10,9
591229,19,14,5
591228,19,15,4
590008,19,13,6
582210,19,14,5
581384,19,17,2
581357,19,19,0
581341,19,17,2
581209,19,15,4
580004,19,9,10
576228,19,13,6
576223,19,18,1
574328,19,16,3
574313,19,12,7
574259,19,17,2
574248,19,17,2
574237,19,16,3
573150,19,19,0
562164,19,16,3
560046,19,6,13
497448,19,14,5
481106,19,18,1
480992,19,16,3
480105,19,17,2
473332,19,16,3
470122,19,17,2
462039,19,2,17
462032,19,7,12
452008,19,3,16
451222,19,15,4
445002,19,15,4
444312,19,17,2
441404,19,17,2
431006,19,10,9
425424,19,18,1
425420,19,19,0
425403,19,19,0
422201,19,13,6
421103,19,10,9
421002,19,12,7
416613,19,16,3
416551,19,18,1
416549,19,19,0
416407,19,17,2
416107,19,16,3
415617,19,19,0
415515,19,16,3
415401,19,15,4
415211,19,17,2
413251,19,19,0
403709,19,15,4
403005,19,16,3
400098,19,15,4
400024,19,15,4
400005,19,16,3
396023,19,4,15
394185,19,5,14
392040,19,19,0
392025,19,19,0
391243,19,11,8
390021,19,7,12
384305,19,19,0
382710,19,19,0
382265,19,17,2
382016,19,10,9
364110,19,14,5
361250,19,14,5
360577,19,9,10
343028,19,13,6
332029,19,13,6
321313,19,1,18
311606,19,19,0
301712,19,14,5
277305,19,7,12
277301,19,17,2
262410,19,14,5
248009,19,6,13
244905,19,12,7
244716,19,17,2
232494,19,11,8
229841,19,5,14
229123,19,12,7
224284,19,7,12
222605,19,0,19
221506,19,16,3
201307,19,9,10
177107,19,15,4
177040,19,14,5
176402,19,16,3
176211,19,17,2
176086,19,17,2
176081,19,14,5
175017,19,18,1
174312,19,16,3
172110,19,18,1
132115,19,12,7
132108,19,14,5
126152,19,17,2
125006,19,8,11
122006,19,8,11
121009,19,5,14
851117,18,9,9
847237,18,16,2
835218,18,16,2
829127,18,9,9
829113,18,15,3
828207,18,12,6
825329,18,18,0
825303,18,6,12
805141,18,8,10
798622,18,11,7
797003,18,13,5
790103,18,17,1
788008,18,12,6
786005,18,16,2
784513,18,14,4
784162,18,18,0
781038,18,8,10
695543,18,13,5
695506,18,12,6
691577,18,9,9
691537,18,15,3
691502,18,12,6
691001,18,13,5
689691,18,13,5
689672,18,15,3
689662,18,15,3
686670,18,15,3
686668,18,14,4
686633,18,12,6
686576,18,17,1
686019,18,12,6
685619,18,11,7
685588,18,15,3
683544,18,14,4
683516,18,14,4
682308,18,11,7
676307,18,15,3
676303,18,12,6
673640,18,13,5
673591,18,13,5
673575,18,15,3
673513,18,15,3
670701,18,13,5
670633,18,14,4
670613,18,16,2
670101,18,13,5
670006,18,14,4
609606,18,14,4
609604,18,12,6
609603,18,12,6
581324,18,17,1
580021,18,7,11
577220,18,17,1
577114,18,16,2
575029,18,7,11
575023,18,9,9
574314,18,18,0
574201,18,10,8
570021,18,13,5
497447,18,11,7
485780,18,11,7
480885,18,16,2
474116,18,3,15
474007,18,13,5
455048,18,12,6
454333,18,15,3
451117,18,17,1
440004,18,9,9
431153,18,18,0
416812,18,13,5
416531,18,18,0
416522,18,18,0
416104,18,16,2
415802,18,17,1
415728,18,18,0
415713,18,16,2
415710,18,14,4
415302,18,16,2
414504,18,12,6
413707,18,16,2
413108,18,17,1
411045,18,8,10
403521,18,9,9
402204,18,17,1
401601,18,16,2
400610,18,5,13
396427,18,12,6
391450,18,16,2
390017,18,10,8
388320,18,16,2
387210,18,15,3
384205,18,13,5
383320,18,18,0
382465,18,18,0
370630,18,16,2
370130,18,17,1
364760,18,17,1
363351,18,18,0
363320,18,16,2
362625,18,17,1
361002,18,9,9
360440,18,18,0
357997,18,0,18
344024,18,6,12
341515,18,12,6
323306,18,17,1
307019,18,15,3
306602,18,12,6
302025,18,1,17
271406,18,13,5
271320,18,11,7
263127,18,10,8
250621,18,15,3
248141,18,16,2
246165,18,18,0
246125,18,14,4
242123,18,17,1
231209,18,10,8
229503,18,13,5
226401,18,9,9
212666,18,10,8
212311,18,8,10
204106,18,13,5
202389,18,2,16
201310,18,6,12
194105,18,16,2
190023,18,8,10
177207,18,15,3
176043,18,13,5
176042,18,14,4
176038,18,14,4
175104,18,14,4
174013,18,13,5
173213,18,11,7
172027,18,15,3
159852,18,15,3
136038,18,13,5
126153,18,13,5
124202,18,12,6
121013,18,1,17
813123,17,17,0
802302,17,7,10
799009,17,14,3
798615,17,14,3
790114,17,9,8
784189,17,15,2
737120,17,15,2
737103,17,15,2
695584,17,11,6
695304,17,14,3
695141,17,12,5
691554,17,14,3
691532,17,15,2
691503,17,11,6
691302,17,8,9
